Keyword,Match type,Impr.,Interactions,Interaction rate,Conv. rate
"""buy townhome quick""",Phrase match,0,0, --,0.00%
"""redfin multi home listing""",Phrase match,0,0, --,0.00%
"""purplebricks new listing""",Phrase match,0,0, --,0.00%
"""listed homes""",Phrase match,0,0, --,0.00%
"""home listing""",Phrase match,1,0,0.00%,0.00%
"""zillow listed homes""",Phrase match,0,0, --,0.00%
"""zillow multi homes listing""",Phrase match,0,0, --,0.00%
"""purplebricks multi home listing""",Phrase match,0,0, --,0.00%
"""new homes listing for sale""",Phrase match,0,0, --,0.00%
"""multi homes listing""",Phrase match,0,0, --,0.00%
"""redfin new listing""",Phrase match,0,0, --,0.00%
"""purplebricks listed homes""",Phrase match,0,0, --,0.00%
"""zillow new listing""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""redfin listed homes""",Phrase match,0,0, --,0.00%
"""homes listing""",Phrase match,0,0, --,0.00%
"""multi homes for sale listings""",Phrase match,0,0, --,0.00%
"""new homes listing for sale""",Phrase match,0,0, --,0.00%
"""multi homes listing""",Phrase match,0,0, --,0.00%
"""purplebricks multi home listing""",Phrase match,0,0, --,0.00%
"""zillow new listing""",Phrase match,0,0, --,0.00%
"""redfin multi home listing""",Phrase match,0,0, --,0.00%
"""homes listing""",Phrase match,1,0,0.00%,0.00%
"""purplebricks new listing""",Phrase match,0,0, --,0.00%
"""redfin new listing""",Phrase match,0,0, --,0.00%
"""zillow listed homes""",Phrase match,0,0, --,0.00%
"""multi homes for sale listings""",Phrase match,0,0, --,0.00%
"""zillow multi homes listing""",Phrase match,0,0, --,0.00%
"""listed homes""",Phrase match,0,0, --,0.00%
"""home listing""",Phrase match,1,0,0.00%,0.00%
"""purplebricks listed homes""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""redfin listed homes""",Phrase match,0,0, --,0.00%
"""find homes near me""",Phrase match,0,0, --,0.00%
"""find local homes""",Phrase match,0,0, --,0.00%
"""find homes in my area""",Phrase match,0,0, --,0.00%
"""find home listings""",Phrase match,0,0, --,0.00%
"""redfin properties for sale""",Phrase match,0,0, --,0.00%
"""purplebricks properties for sale""",Phrase match,0,0, --,0.00%
"""find homes""",Phrase match,0,0, --,0.00%
"""zillow properties for sale""",Phrase match,1,0,0.00%,0.00%
"""properties for sale""",Phrase match,91,10,10.99%,0.00%
"""Proprety For Sale""",Phrase match,0,0, --,0.00%
"""find local home listings""",Phrase match,0,0, --,0.00%
"""find purplebricks homes for sale""",Phrase match,0,0, --,0.00%
"""find redfin homes for sale""",Phrase match,0,0, --,0.00%
"""how to find homes for sale""",Phrase match,0,0, --,0.00%
"""ORD Home For Sale""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""find zillow homes for sale""",Phrase match,0,0, --,0.00%
"""redfin homes for sales""",Phrase match,0,0, --,0.00%
"""zillow homes for sale""",Phrase match,2,0,0.00%,0.00%
"""homes for sale in""",Phrase match,64,4,6.25%,0.00%
"""purplebricks homes for sale""",Phrase match,0,0, --,0.00%
"""redfin homes for sale""",Phrase match,0,0, --,0.00%
"""purplebricks homes for sales""",Phrase match,0,0, --,0.00%
"""for sale homes""",Phrase match,2,0,0.00%,0.00%
"""for sale home""",Phrase match,6,0,0.00%,0.00%
"""homes for sale""",Phrase match,436,40,9.17%,5.00%
"""homes for sales""",Phrase match,444,32,7.21%,0.00%
"""single family homes for sale""",Phrase match,3,0,0.00%,0.00%
"""homes for sale listings""",Phrase match,0,0, --,0.00%
"""find homes for sale""",Phrase match,3,1,33.33%,0.00%
"""zillow homes for sales""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
"""zillow fsbo""",Phrase match,0,0, --,0.00%
"""FSBO""",Phrase match,56,3,5.36%,0.00%
"""zillow for sale by owner""",Phrase match,0,0, --,0.00%
"""homes for sale by owner near me""",Phrase match,3,0,0.00%,0.00%
"""for sale by owner""",Phrase match,272,25,9.19%,0.00%
"""redfin for sale by owner near me""",Phrase match,0,0, --,0.00%
"""purplebricks for sale by owner near me""",Phrase match,0,0, --,0.00%
"""for sale by owner near me""",Phrase match,0,0, --,0.00%
"""purplebricks for sale by owner""",Phrase match,0,0, --,0.00%
"""4740 Grand Cypress Ct""",Phrase match,6,0,0.00%,0.00%
"""fsbo listings""",Phrase match,1,0,0.00%,0.00%
"""for sale by owner in my area""",Phrase match,0,0, --,0.00%
"""off mls listing""",Phrase match,0,0, --,0.00%
"""zillow off mls""",Phrase match,0,0, --,0.00%
"""redfin off mls""",Phrase match,0,0, --,0.00%
"""non mls home""",Phrase match,0,0, --,0.00%
"""homes not on mls""",Phrase match,0,0, --,0.00%
"""off mls""",Phrase match,0,0, --,0.00%
"""purpbricks off mls""",Phrase match,0,0, --,0.00%
"""offmls""",Phrase match,0,0, --,0.00%
"""pre mls""",Phrase match,0,0, --,0.00%
"""pre-mls listing""",Phrase match,0,0, --,0.00%
"""houses not on mls""",Phrase match,0,0, --,0.00%
"""premls""",Phrase match,0,0, --,0.00%
"""non mls listing""",Phrase match,0,0, --,0.00%
"""prior to mls""",Phrase match,0,0, --,0.00%
"""off market mls house""",Phrase match,0,0, --,0.00%
"""off market mls listing""",Phrase match,0,0, --,0.00%
"""houses not on mls""",Phrase match,0,0, --,0.00%
"""non mls home""",Phrase match,0,0, --,0.00%
"""off mls""",Phrase match,0,0, --,0.00%
"""Homes in""",Phrase match,13,1,7.69%,0.00%
"""Home in""",Phrase match,1,0,0.00%,0.00%
"""redfin off mls""",Phrase match,0,0, --,0.00%
"""offmls""",Phrase match,0,0, --,0.00%
"""pre-mls listing""",Phrase match,0,0, --,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""purpbricks off mls""",Phrase match,0,0, --,0.00%
"""non mls listing""",Phrase match,0,0, --,0.00%
"""zillow home""",Phrase match,0,0, --,0.00%
"""prior to mls""",Phrase match,0,0, --,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""off market mls listing""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,1,0,0.00%,0.00%
"""pre mls""",Phrase match,0,0, --,0.00%
"""off market mls house""",Phrase match,0,0, --,0.00%
"""homes not on mls""",Phrase match,0,0, --,0.00%
"""zillow off mls""",Phrase match,0,0, --,0.00%
"""premls""",Phrase match,0,0, --,0.00%
"""off mls listing""",Phrase match,0,0, --,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""multi homes for sale listings""",Phrase match,0,0, --,0.00%
"""pocket listing service""",Phrase match,0,0, --,0.00%
"""exclusive pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listings for sale""",Phrase match,0,0, --,0.00%
"""purplebricks multi home listing""",Phrase match,0,0, --,0.00%
"""redfin listed homes""",Phrase match,0,0, --,0.00%
"""zillow pocket listing""",Phrase match,0,0, --,0.00%
"""streetaddress""",Phrase match,0,0, --,0.00%
"""hip pocket listings""",Phrase match,0,0, --,0.00%
"""pocket listing""",Phrase match,0,0, --,0.00%
"""exclusive listing""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""pocket listings""",Phrase match,0,0, --,0.00%
"""purplebricks listed homes""",Phrase match,0,0, --,0.00%
"""redfin multi home listing""",Phrase match,0,0, --,0.00%
"""buy condo quickly""",Phrase match,0,0, --,0.00%
"""pocket listing home""",Phrase match,0,0, --,0.00%
"""purplebricks pocket listing""",Phrase match,0,0, --,0.00%
"""purplebricks new listing""",Phrase match,0,0, --,0.00%
"""zillow new listing""",Phrase match,0,0, --,0.00%
"""pocket listing real estate""",Phrase match,0,0, --,0.00%
"""homes listing""",Phrase match,0,0, --,0.00%
"""zillow multi homes listing""",Phrase match,0,0, --,0.00%
"""zillow pocket listing""",Phrase match,0,0, --,0.00%
"""exclusive listing""",Phrase match,0,0, --,0.00%
"""pocket listing real estate""",Phrase match,0,0, --,0.00%
"""pocket listing service""",Phrase match,0,0, --,0.00%
"""pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listings""",Phrase match,0,0, --,0.00%
"""1165 S Red Maple Way""",Phrase match,0,0, --,0.00%
"""quiet listing""",Phrase match,0,0, --,0.00%
"""hip pocket listings""",Phrase match,0,0, --,0.00%
"""redfin pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listing home""",Phrase match,0,0, --,0.00%
"""purplebricks pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listings for sale""",Phrase match,0,0, --,0.00%
"""exclusive pocket listing""",Phrase match,0,0, --,0.00%
"""townhouses for sale""",Phrase match,232,19,8.19%,0.00%
"""open house townhouse""",Phrase match,0,0, --,0.00%
"""townhouses for sale near me""",Phrase match,25,4,16.00%,0.00%
"""townhouses for sale in""",Phrase match,36,1,2.78%,0.00%
"""townhouses for sell""",Phrase match,42,1,2.38%,0.00%
"""townhouse near me""",Phrase match,19,3,15.79%,0.00%
"""townhouses in""",Phrase match,160,9,5.63%,0.00%
"""townhouses for sale in my area""",Phrase match,0,0, --,0.00%
"""Find Townhouse""",Phrase match,1,0,0.00%,0.00%
"""Luxury townhouses""",Phrase match,4,0,0.00%,0.00%
"""exclusive pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listing service""",Phrase match,3,0,0.00%,0.00%
"""exclusive listing""",Phrase match,0,0, --,0.00%
"""pocket listing real estate""",Phrase match,1,0,0.00%,0.00%
"""zillow pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listings""",Phrase match,11,0,0.00%,0.00%
"""purplebricks pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listings for sale""",Phrase match,0,0, --,0.00%
"""quiet listing""",Phrase match,0,0, --,0.00%
"""pocket listing home""",Phrase match,0,0, --,0.00%
"""hip pocket listings""",Phrase match,0,0, --,0.00%
"""pocket listing""",Phrase match,28,4,14.29%,0.00%
"""redfin pocket listing""",Phrase match,0,0, --,0.00%
"""listed homes""",Phrase match,1,0,0.00%,0.00%
"""Proprety For Sale""",Phrase match,0,0, --,0.00%
"""purplebricks properties for sale""",Phrase match,0,0, --,0.00%
"""multi homes for sale listings""",Phrase match,0,0, --,0.00%
"""zillow listed homes""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
"""redfin new listing""",Phrase match,0,0, --,0.00%
"""purplebricks fsbo""",Phrase match,0,0, --,0.00%
"""for sale by owner""",Phrase match,42,6,14.29%,16.67%
"""purplebricks multi home listing""",Phrase match,0,0, --,0.00%
"""purplebricks listed homes""",Phrase match,0,0, --,0.00%
"""homes listing""",Phrase match,0,0, --,0.00%
"""zillow new listing""",Phrase match,0,0, --,0.00%
"""local for sale by owner""",Phrase match,0,0, --,0.00%
"""redfin properties for sale""",Phrase match,0,0, --,0.00%
"""redfin multi home listing""",Phrase match,0,0, --,0.00%
"""homes for sale by owner near me""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""for sale by owner near me""",Phrase match,0,0, --,0.00%
"""purplebricks for sale by owner""",Phrase match,0,0, --,0.00%
"""purplebricks new listing""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""AUS Home For Sale""",Phrase match,0,0, --,0.00%
"""find zillow homes for sale""",Phrase match,0,0, --,0.00%
"""homes for sale in""",Phrase match,113,8,7.08%,0.00%
"""for sale homes""",Phrase match,1,0,0.00%,0.00%
"""zillow homes for sale""",Phrase match,17,3,17.65%,0.00%
"""homes for sale listings""",Phrase match,0,0, --,0.00%
"""redfin homes for sales""",Phrase match,0,0, --,0.00%
"""purplebricks homes for sale""",Phrase match,0,0, --,0.00%
"""homes for sales""",Phrase match,685,56,8.18%,0.00%
"""find homes for sale""",Phrase match,0,0, --,0.00%
"""for sale home""",Phrase match,0,0, --,0.00%
"""zillow homes for sales""",Phrase match,0,0, --,0.00%
"""find purplebricks homes for sale""",Phrase match,0,0, --,0.00%
"""how to find homes for sale""",Phrase match,0,0, --,0.00%
"""3801 Shoreside Dr""",Phrase match,0,0, --,0.00%
"""single family homes for sale""",Phrase match,1,0,0.00%,0.00%
"""find redfin homes for sale""",Phrase match,0,0, --,0.00%
"""redfin homes for sale""",Phrase match,0,0, --,0.00%
"""homes for sale""",Phrase match,887,46,5.19%,6.52%
"""purplebricks homes for sales""",Phrase match,0,0, --,0.00%
"""local condominium for sale""",Phrase match,0,0, --,0.00%
"""condo in my area""",Phrase match,15,4,26.67%,0.00%
"""condominium for sale in my area""",Phrase match,0,0, --,0.00%
"""zillow condo listing""",Phrase match,0,0, --,0.00%
"""redfin homes for sell""",Phrase match,0,0, --,0.00%
"""redfin condo listing""",Phrase match,0,0, --,0.00%
"""redfin condominium for sale""",Phrase match,0,0, --,0.00%
"""zillow condominium for sale""",Phrase match,8,2,25.00%,0.00%
"""purplebricks condo listing""",Phrase match,0,0, --,0.00%
"""zillow condo for sale""",Phrase match,17,2,11.76%,0.00%
"""condominium for sale near me""",Phrase match,298,45,15.10%,0.00%
"""condo for sale in my area""",Phrase match,2,0,0.00%,0.00%
"""redfin home for sale""",Phrase match,0,0, --,0.00%
"""purplebricks condominium for sale""",Phrase match,0,0, --,0.00%
"""puprplebricks homes for sell""",Phrase match,0,0, --,0.00%
"""local condo for sale""",Phrase match,0,0, --,0.00%
"""zillow homes for sell""",Phrase match,1,0,0.00%,0.00%
"""purplebricks condo for sale""",Phrase match,0,0, --,0.00%
"""redfin for sale near me""",Phrase match,0,0, --,0.00%
"""redfin condo for sale""",Phrase match,5,0,0.00%,0.00%
"""Homes in""",Phrase match,14,0,0.00%,0.00%
"""zillow home""",Phrase match,1,0,0.00%,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,36,6,16.67%,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""Home in""",Phrase match,8,1,12.50%,0.00%
"""purplebricks for sale by owner near me""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
"""homes for sale by owner near me""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner near me""",Phrase match,0,0, --,0.00%
"""local for sale by owner""",Phrase match,0,0, --,0.00%
"""zillow fsbo""",Phrase match,0,0, --,0.00%
"""purplebricks fsbo""",Phrase match,0,0, --,0.00%
"""for sale by owner in my area""",Phrase match,0,0, --,0.00%
"""redfin fsbo""",Phrase match,0,0, --,0.00%
"""fsbo listings""",Phrase match,0,0, --,0.00%
"""FSBO""",Phrase match,0,0, --,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""Homes in""",Phrase match,23,1,4.35%,0.00%
"""Homes near me""",Phrase match,16,0,0.00%,0.00%
"""Home in""",Phrase match,6,0,0.00%,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""zillow home""",Phrase match,0,0, --,0.00%
"""buy townhome quickly""",Phrase match,0,0, --,0.00%
"""buy townhouse quick""",Phrase match,0,0, --,0.00%
"""buy townhome quick""",Phrase match,0,0, --,0.00%
"""buy townhome fast""",Phrase match,0,0, --,0.00%
"""buy townhouse quickly""",Phrase match,0,0, --,0.00%
"""buy townhouse fast""",Phrase match,0,0, --,0.00%
"""FSBO""",Phrase match,3,0,0.00%,0.00%
"""for sale by owner in my area""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner near me""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner""",Phrase match,0,0, --,0.00%
"""for sale by owner near me""",Phrase match,9,1,11.11%,0.00%
"""homes for sale by owner near me""",Phrase match,6,2,33.33%,0.00%
"""fsbo listings""",Phrase match,0,0, --,0.00%
"""local for sale by owner""",Phrase match,0,0, --,0.00%
"""purplebricks for sale by owner near me""",Phrase match,0,0, --,0.00%
"""owner selling home""",Phrase match,3,0,0.00%,0.00%
"""fsbo real estate""",Phrase match,1,0,0.00%,0.00%
"""for sale by owner""",Phrase match,212,24,11.32%,0.00%
"""redfin fsbo""",Phrase match,0,0, --,0.00%
"""zillow fsbo""",Phrase match,0,0, --,0.00%
"""purplebricks for sale by owner""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner""",Phrase match,0,0, --,0.00%
"""purplebricks fsbo""",Phrase match,0,0, --,0.00%
"""find townhomes for sale""",Phrase match,0,0, --,0.00%
"""townhomes for sale near me""",Phrase match,20,1,5.00%,0.00%
"""homes for sales""",Phrase match,178,17,9.55%,0.00%
"""find homes for sale""",Phrase match,0,0, --,0.00%
"""purplebricks homes for sales""",Phrase match,0,0, --,0.00%
"""townhomes for sale in my area""",Phrase match,0,0, --,0.00%
"""for sale homes""",Phrase match,4,0,0.00%,0.00%
"""purplebricks townhome for sale""",Phrase match,0,0, --,0.00%
"""townhomes for sale nearby""",Phrase match,2,0,0.00%,0.00%
"""purplebricks townhomes for sale""",Phrase match,0,0, --,0.00%
"""private townhomes for sale""",Phrase match,0,0, --,0.00%
"""find zillow townhome for sale""",Phrase match,0,0, --,0.00%
"""townhouses for sale""",Phrase match,292,28,9.59%,3.57%
"""homes for sale listings""",Phrase match,0,0, --,0.00%
"""zillow townhouse for sale""",Phrase match,0,0, --,0.00%
"""how to find homes for sale""",Phrase match,0,0, --,0.00%
"""redfin townhomes for sale""",Phrase match,0,0, --,0.00%
"""find zillow homes for sale""",Phrase match,0,0, --,0.00%
"""NJ townhouses for sale""",Phrase match,25,2,8.00%,0.00%
"""private redfin townhome for sale""",Phrase match,0,0, --,0.00%
"""redfin homes for sale""",Phrase match,0,0, --,0.00%
"""find townhouses for sale""",Phrase match,0,0, --,0.00%
"""redfin townhome for sale""",Phrase match,0,0, --,0.00%
"""townhomes for sale in""",Phrase match,143,8,5.59%,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""zillow homes for sales""",Phrase match,0,0, --,0.00%
"""local townhome listings""",Phrase match,0,0, --,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""Home in""",Phrase match,13,0,0.00%,0.00%
"""zillow home""",Phrase match,3,0,0.00%,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,51,7,13.73%,0.00%
"""Homes in""",Phrase match,62,2,3.23%,0.00%
"""Proprety For Sale""",Phrase match,0,0, --,0.00%
"""purplebricks homes for sales""",Phrase match,0,0, --,0.00%
"""purplebricks new homes listing for sale""",Phrase match,0,0, --,0.00%
"""redfin new homes listing for sale""",Phrase match,0,0, --,0.00%
"""for sale home""",Phrase match,15,0,0.00%,0.00%
"""for sale homes""",Phrase match,0,0, --,0.00%
"""purplebricks for sale homes""",Phrase match,0,0, --,0.00%
"""redfin homes for sale""",Phrase match,0,0, --,0.00%
"""redfin homes for sales""",Phrase match,0,0, --,0.00%
"""zillow homes for sales""",Phrase match,0,0, --,0.00%
"""redfin properties for sale""",Phrase match,1,0,0.00%,0.00%
"""redfin for sale homes""",Phrase match,0,0, --,0.00%
"""redfin homes listing""",Phrase match,0,0, --,0.00%
"""zillow properties for sale""",Phrase match,0,0, --,0.00%
"""homes for sale listings""",Phrase match,0,0, --,0.00%
"""find zillow homes for sale""",Phrase match,0,0, --,0.00%
"""purplebricks homes for sale""",Phrase match,0,0, --,0.00%
"""homes listing""",Phrase match,0,0, --,0.00%
"""zillow homes listing""",Phrase match,0,0, --,0.00%
"""homes for sale in""",Phrase match,109,7,6.42%,0.00%
"""find purplebricks homes for sale""",Phrase match,0,0, --,0.00%
"""for sale homes""",Phrase match,5,0,0.00%,0.00%
"""properties for sale""",Phrase match,47,1,2.13%,0.00%
"""single family homes for sale""",Phrase match,5,1,20.00%,0.00%
"""homes for sale""",Phrase match,663,48,7.24%,4.17%
"""purplebricks homes listing""",Phrase match,0,0, --,0.00%
"""new listings homes for sale""",Phrase match,0,0, --,0.00%
"""find homes for sale""",Phrase match,0,0, --,0.00%
"""homes for sales""",Phrase match,780,63,8.08%,1.59%
"""zillow homes for sale""",Phrase match,13,1,7.69%,0.00%
"""purplebricks properties for sale""",Phrase match,0,0, --,0.00%
"""PHL Home For Sale""",Phrase match,0,0, --,0.00%
"""how to find homes for sale""",Phrase match,0,0, --,0.00%
"""new homes listing for sale""",Phrase match,0,0, --,0.00%
"""zillow for sale homes""",Phrase match,0,0, --,0.00%
"""zillow new homes listing for sale""",Phrase match,0,0, --,0.00%
"""find redfin homes for sale""",Phrase match,0,0, --,0.00%
"""zillow home""",Phrase match,0,0, --,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""Homes in""",Phrase match,1,0,0.00%,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""Home in""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,25,2,8.00%,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""purpbricks off mls""",Phrase match,0,0, --,0.00%
"""non mls listing""",Phrase match,0,0, --,0.00%
"""redfin off mls""",Phrase match,0,0, --,0.00%
"""prior to mls""",Phrase match,0,0, --,0.00%
"""pre-mls listing""",Phrase match,0,0, --,0.00%
"""premls""",Phrase match,0,0, --,0.00%
"""offmls""",Phrase match,0,0, --,0.00%
"""off market mls house""",Phrase match,0,0, --,0.00%
"""off mls""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
"""FSBO""",Phrase match,8,1,12.50%,0.00%
"""fsbo listings""",Phrase match,0,0, --,0.00%
"""homes for sale by owner near me""",Phrase match,4,1,25.00%,0.00%
"""owner selling home""",Phrase match,0,0, --,0.00%
"""local for sale by owner""",Phrase match,0,0, --,0.00%
"""purplebricks fsbo""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner""",Phrase match,1,0,0.00%,0.00%
"""purplebricks for sale by owner""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner near me""",Phrase match,0,0, --,0.00%
"""purplebricks for sale by owner near me""",Phrase match,0,0, --,0.00%
"""for sale by owner near me""",Phrase match,5,1,20.00%,0.00%
"""redfin fsbo""",Phrase match,0,0, --,0.00%
"""fsbo real estate""",Phrase match,1,0,0.00%,0.00%
"""for sale by owner""",Phrase match,361,75,20.78%,0.00%
"""for sale by owner in my area""",Phrase match,0,0, --,0.00%
"""zillow fsbo""",Phrase match,2,0,0.00%,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""zillow home""",Phrase match,0,0, --,0.00%
"""Homes in""",Phrase match,0,0, --,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,0,0, --,0.00%
"""Home in""",Phrase match,0,0, --,0.00%
"""homes for sale by owner near me""",Phrase match,0,0, --,0.00%
"""for sale by owner in my area""",Phrase match,0,0, --,0.00%
"""fsbo real estate""",Phrase match,0,0, --,0.00%
"""for sale by owner near me""",Phrase match,1,0,0.00%,0.00%
"""purplebricks for sale by owner""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner""",Phrase match,0,0, --,0.00%
"""purplebricks fsbo""",Phrase match,0,0, --,0.00%
"""FSBO""",Phrase match,15,1,6.67%,0.00%
"""fsbo listings""",Phrase match,0,0, --,0.00%
"""for sale by owner""",Phrase match,99,14,14.14%,0.00%
"""purplebricks for sale by owner near me""",Phrase match,0,0, --,0.00%
"""zillow fsbo""",Phrase match,0,0, --,0.00%
"""local for sale by owner""",Phrase match,0,0, --,0.00%
"""zillow for sale by owner near me""",Phrase match,0,0, --,0.00%
"""owner selling home""",Phrase match,0,0, --,0.00%
"""redfin for sale by owner near me""",Phrase match,0,0, --,0.00%
"""redfin fsbo""",Phrase match,0,0, --,0.00%
"""find local home listings""",Phrase match,0,0, --,0.00%
"""find home listings""",Phrase match,0,0, --,0.00%
"""find homes near me""",Phrase match,0,0, --,0.00%
"""find homes in my area""",Phrase match,0,0, --,0.00%
"""find local homes""",Phrase match,0,0, --,0.00%
"""find homes""",Phrase match,1,0,0.00%,0.00%
"""off mls""",Phrase match,0,0, --,0.00%
"""off market mls house""",Phrase match,0,0, --,0.00%
"""off market mls listing""",Phrase match,0,0, --,0.00%
"""redfin off mls""",Phrase match,0,0, --,0.00%
"""houses not on mls""",Phrase match,0,0, --,0.00%
"""pre mls""",Phrase match,0,0, --,0.00%
"""offmls""",Phrase match,0,0, --,0.00%
"""pre-mls listing""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,52,5,9.62%,0.00%
"""Homes in""",Phrase match,47,6,12.77%,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""zillow home""",Phrase match,0,0, --,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""Home in""",Phrase match,2,0,0.00%,0.00%
"""Home in""",Phrase match,0,0, --,0.00%
"""purplebricks home""",Phrase match,0,0, --,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""redfin home""",Phrase match,0,0, --,0.00%
"""zillow home""",Phrase match,0,0, --,0.00%
"""Homes in""",Phrase match,0,0, --,0.00%
"""Local Home In""",Phrase match,0,0, --,0.00%
"""Homes near me""",Phrase match,0,0, --,0.00%
"""redfin new homes listing for sale""",Phrase match,0,0, --,0.00%
"""redfin homes listing""",Phrase match,0,0, --,0.00%
"""zillow for sale homes""",Phrase match,0,0, --,0.00%
"""purplebricks homes listing""",Phrase match,0,0, --,0.00%
"""zillow new homes listing for sale""",Phrase match,0,0, --,0.00%
"""purplebricks for sale homes""",Phrase match,0,0, --,0.00%
"""zillow homes listing""",Phrase match,0,0, --,0.00%
"""purplebricks new homes listing for sale""",Phrase match,0,0, --,0.00%
"""homes listing""",Phrase match,0,0, --,0.00%
"""redfin for sale homes""",Phrase match,0,0, --,0.00%
"""new homes listing for sale""",Phrase match,0,0, --,0.00%
"""for sale homes""",Phrase match,0,0, --,0.00%
"""zillow properties for sale""",Phrase match,0,0, --,0.00%
"""Proprety For Sale""",Phrase match,0,0, --,0.00%
"""purplebricks properties for sale""",Phrase match,0,0, --,0.00%
"""redfin properties for sale""",Phrase match,0,0, --,0.00%
"""properties for sale""",Phrase match,234,15,6.41%,6.67%
"""hip pocket listings""",Phrase match,0,0, --,0.00%
"""pocket listing real estate""",Phrase match,1,0,0.00%,0.00%
"""pocket listing""",Phrase match,2,1,50.00%,100.00%
"""exclusive listing""",Phrase match,0,0, --,0.00%
"""zillow pocket listing""",Phrase match,0,0, --,0.00%
"""redfin pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listings for sale""",Phrase match,0,0, --,0.00%
"""purplebricks pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listing service""",Phrase match,0,0, --,0.00%
"""exclusive pocket listing""",Phrase match,0,0, --,0.00%
"""pocket listing home""",Phrase match,0,0, --,0.00%
"""quiet listing""",Phrase match,0,0, --,0.00%
"""pocket listings""",Phrase match,0,0, --,0.00%
"""Proprety For Sale""",Phrase match,0,0, --,0.00%
"""redfin properties for sale""",Phrase match,0,0, --,0.00%
"""purplebricks properties for sale""",Phrase match,0,0, --,0.00%
"""zillow properties for sale""",Phrase match,0,0, --,0.00%
"""properties for sale""",Phrase match,183,13,7.10%,0.00%
"""listed homes""",Phrase match,0,0, --,0.00%
"""offmls""",Phrase match,0,0, --,0.00%
"""zillow off mls""",Phrase match,0,0, --,0.00%
"""new homes listing for sale""",Phrase match,0,0, --,0.00%
"""redfin multi home listing""",Phrase match,0,0, --,0.00%
"""pre-mls listing""",Phrase match,0,0, --,0.00%
